Issue,Article Title,Abstract,DOI Link,Cambridge Link
Volume 24 - Issue 2 - July 2012,Real-time evidence for age grad(ing) in late adolescence,"This study provides real-time support for the hypothesis, previously inferred from apparent time studies, that stable sociolinguistic variables are age-graded. Stable variables have been shown to exhibit a curvilinear pattern with age in which adolescents use nonstandard variants at a higher rate than adults do. An analysis of the morphophonological variable (ing) was carried out using recordings and ethnographic observations of 13 young American women during and after their final years of high school. Offering a detailed look at the late adolescent life stage, the study also explores speakers’ motivations for retaining or retreating from nonstandard variants as they prepare to enter adulthood. These are examined at both the group and the individual level. The results indicate that the degree of retreat from nonstandard variants is socially differentiated, in line with apparent time findings. Future enrollment in a locally oriented college, and alignment to a local ethnic network (Irish or Italian)—not social class—were the predictors of retention in high school.",https://doi.org/10.1017/S0954394512000099,https://www.cambridge.org/core/journals/language-variation-and-change/article/realtime-evidence-for-age-grading-in-late-adolescence/4AC60026F9E94320BC90F29978D27965
Volume 24 - Issue 2 - July 2012,Frequency rates and constraints on subject personal pronoun expression: Findings from the Puerto Rican highlands,"This study examines subject personal pronoun expression in the Spanish of the west-central highlands of Puerto Rico. Although rates of s-deletion are comparably high, rates of overt subject expression are shown to be much lower than rates reported for varieties of coastal Puerto Rican Spanish and U.S. mainland Puerto Rican Spanish. The linguistic constraints on overt versus null pronoun usage in the data are shown to coincide to a very large extent with constraints identified for other Puerto Rican dialects and also Castilian Spanish in central Spain, whereas of the social factors, only the distinction between farmers and nonfarmers is significant. The study suggests that, if rates of personal subject pronoun expression are an indication of dialectal variation, the rates presented here for this syntactic phenomenon represent the continuing effects of a conservative dialect in the interior of the island of Puerto Rico.",https://doi.org/10.1017/S0954394512000117,https://www.cambridge.org/core/journals/language-variation-and-change/article/frequency-rates-and-constraints-on-subject-personal-pronoun-expression-findings-from-the-puerto-rican-highlands/32500AC44044DA5B8889FFB625340007
Volume 24 - Issue 2 - July 2012,Urban rejection of the vernacular: The SVS undone,"In Raleigh, North Carolina, a Southern U.S. city, five decades of in-migration of technology-sector workers from outside the South has resulted in large-scale contact between the local Southern dialect and non-Southern dialects. This paper investigates the speed and magnitude of the reversal of the Southern Vowel Shift (SVS) with respect to the five front vowels, using Trudgill's (1998) model of dialect contact as a framework. The data consist of conversational interviews with 59 white-collar Raleigh natives representing three generations, the first generation having reached adulthood before large-scale contact. Acoustic analysis shows that all vowels shift away from their Southern variants across apparent time. The leveling of SVS variants begins within the first generation to grow up after large-scale contact began, and contrary to predictions, this generation does not show wide inter- or intraspeaker variability. Previous studies of dialect contact and new dialect formation suggest that leveling of regional dialect features and the establishment of stable linguistic norms occurs more quickly when children have regular contact with one another. Dialect contact in Raleigh has occurred primarily within the middle and upper classes, the members of which are densely connected by virtue of schools and heavy economic segregation in neighborhood residence.",https://doi.org/10.1017/S0954394512000105,https://www.cambridge.org/core/journals/language-variation-and-change/article/urban-rejection-of-the-vernacular-the-svs-undone/51144D9E1A6FBDFAD33D9671469BAE37
Volume 24 - Issue 2 - July 2012,One size fits all? Dialectometry in a small clan-based indigenous society,"In many societies, dialectometry has revealed strong correlations between geographic distances and dialect differences (e.g., Gooskens, 2005; Heeringa & Nerbonne, 2001; Nerbonne, 2009, 2010). But what happens when dialectometry is applied to a small, clan-based society such as the indigenous Sui people of rural southwest China? The Sui results show a strong correlation between dialect difference and geographic distance, thus supporting Nerbonne and Kleiweg's (2007) Fundamental Dialectological Postulate. A new culturally specific computation, “rice paddy distance,” also provides a strong correlation with dialect differences. However, the study finds that some dialectometry patterns of larger societies are not “compressible” into small societies such as Sui. Clan exogamy also poses challenges for dialectometry. Nonetheless, the overall results show that basic principles of dialect variation in space can be generalized cross-culturally, even across very different cultures. This paper also suggests a “lower limit” for dialectology, that is, the smallest distance where regional dialectology may be relevant, all other things being equal.",https://doi.org/10.1017/S0954394512000087,https://www.cambridge.org/core/journals/language-variation-and-change/article/one-size-fits-all-dialectometry-in-a-small-clanbased-indigenous-society/40F4D3D0889E5921D741B99E5696E942
Volume 24 - Issue 1 - March 2012,Acoustic correlates of rhythm in New Zealand English: A diachronic study,"This paper reports on a large-scale diachronic investigation into the timing of New Zealand English (NZE), which points to changes in its rhythmic structure. The Pairwise Variability Index (PVI) was used to measure the mean variation in duration, intensity, and pitch of successive vowels in the speech of over 500 New Zealanders, born between 1851 and 1988. Normalized vocalic PVIs for duration have reduced over time, after allowing for changes in speech rate, supporting existing findings that stressed and unstressed vowels are less differentiated by duration in modern NZE than in other varieties of English. Rhythmically, syllable duration may be playing a reduced role in signalling prominence in NZE. This is supported by the finding that there have been contemporaneous changes in pitch and intensity variation. We discuss external and internal influences on the timing of NZE, including contact with Māori, the emergence of Māori English, and diachronic vowel shift.",https://doi.org/10.1017/S0954394512000051,https://www.cambridge.org/core/journals/language-variation-and-change/article/acoustic-correlates-of-rhythm-in-new-zealand-english-a-diachronic-study/661781EBD1EB1FFFB1ED61336C2BFA11
Volume 24 - Issue 1 - March 2012,"Gender, prescriptivism, and language change: Morphological variation in Hebrew animate reference","Beliefs about a language rarely correspond to how it is used. This is especially true for Hebrew, a language that has been subject to continued ideological “preservation” efforts ever since its (re)vernacularization in the early 20th century. Recently, attention has turned to the maintenance of Hebrew gender morphology, which is perceived in both scholarly and popular opinion as threatened by a process of leveling to gender syncretized forms across a range of word classes and inflectional paradigms. In this article, I investigate the extent to which sociolinguistic evidence supports this perception in cases of animate reference. I argue that while the claim of widespread gender neutralization of these forms is descriptively valid, its characterization as a change-in-progress is inaccurate. Rather, I suggest that Hebrew is already fully syncretized for gender in certain relevant morphological contexts and that the perception of an ongoing process of change reflects a prescriptive belief about how Hebrew should be, not how it actually is.",https://doi.org/10.1017/S095439451200004X,https://www.cambridge.org/core/journals/language-variation-and-change/article/gender-prescriptivism-and-language-change-morphological-variation-in-hebrew-animate-reference/2BFA829AF30CD1DB754C21E58767FF23
Volume 24 - Issue 1 - March 2012,Exploiting random intercepts: Two case studies in sociophonetics,"An increasing number of sociolinguists are using mixed effects models, models which allow for the inclusion of both fixed and random predicting variables. In most analyses, random effect intercepts are treated as a by-product of the model; they are viewed simply as a way to fit a more accurate model. This paper presents additional uses for random effect intercepts within the context of two case studies. Specifically, this paper demonstrates how random intercepts can be exploited to assist studies of speaker style and identity and to normalize for vocal tract size within certain linguistic environments. We argue that, in addition to adopting mixed effect modeling more generally, sociolinguists should view random intercepts as a potential tool during analysis.",https://doi.org/10.1017/S0954394512000014,https://www.cambridge.org/core/journals/language-variation-and-change/article/exploiting-random-intercepts-two-case-studies-in-sociophonetics/6B661A6226E015A613AB22616C9C2300
Volume 24 - Issue 1 - March 2012,Variation and change in Chinese Korean: The case of vowel /y/,"This study investigates the current status of the vowel /y/, a phoneme that has undergone complete diphthongization to [wi] in Seoul Korean (Choo & O'Grady, 2003; Kang, 1997; Kim, 1988; Martin, 1992), in Chinese Korean. Set in the context of language and dialect contact, where Chinese language and different local/supralocal Korean norms all come into play, especially when the closed local social network no longer exists, Chinese Korean develops unique patterns of variation for underlying /y/, patterns heretofore unreported in the studies of other Korean varieties. Chinese Korean provides a case in point toward the explanation for how effects exerted by linguistic and social factors within a speech community may alter the diffusion of a change with origins outside the local network.",https://doi.org/10.1017/S0954394512000038,https://www.cambridge.org/core/journals/language-variation-and-change/article/variation-and-change-in-chinese-korean-the-case-of-vowel-y/661650F3852CEA7E26DC11FC669AA451
Volume 24 - Issue 1 - March 2012,"Aspects of identity in a second language: ING variation in the speech of Polish migrants living in Manchester, UK","This study uses variationist methods in an L2 context to investigate ING variation in the English speech of UK-based Polish migrants. The results suggest that such variation is as consistent in an L2 context as it is in an L1 context, with several of the expected L1 factors emerging as statistically significant constraints. However, two social factors emerge as particularly worthy of further discussion: the reversal of the typical gender pattern (in this case women are more likely to use the alveolar variant than men), and the question of whether the speaker intends to return to Poland in the future. Gender is discussed from the perspective of contexts of language use (occupation), and future plans is discussed in terms of its role in the construction of identity. There is a strong indication that the intention to return to Poland encourages the use of an ING variant, [ɪŋk], that signals this allegiance to the L1 identity.",https://doi.org/10.1017/S0954394512000026,https://www.cambridge.org/core/journals/language-variation-and-change/article/aspects-of-identity-in-a-second-language-ing-variation-in-the-speech-of-polish-migrants-living-in-manchester-uk/F835315D0DE5069486712C613B17E9EE
Volume 23 - Issue 3 - October 2011,Age grading in the Montréal French inflected future,"The rise of the periphrastic future (PF) at the expense of the inflected future (IF) is an established historical trend in Québécois French over at least the past 150 years. Previous research has also found higher rates of PF among younger speakers, many displaying categorical use in affirmative contexts. Because an apparent time interpretation of the synchronic data fits the historical record, we expected concomitant speaker stability across the lifespan. On the contrary, our panel study of 60 Montréal speakers (1971–1984) reveals age grading in a retrograde direction. As they aged, two-thirds of the speakers we studied increased their frequency of IF, an effect heightened for members of higher socioprofessional groups. Though not sufficiently robust to stem the historical tide, increased IF use by older speakers may retard the change somewhat, providing continuing IF input to child L1 acquisition. Rather than vitiating an apparent time interpretation, these results indicate that the rate of change may be slightly overestimated if age grading acts in a retrograde direction.",https://doi.org/10.1017/S0954394511000111,https://www.cambridge.org/core/journals/language-variation-and-change/article/age-grading-in-the-montreal-french-inflected-future/4E748AD82DEA27384FD42EE37AB49EC1
Volume 23 - Issue 3 - October 2011,Weakening resistance: Progress toward the low back merger in New York State,"This paper examines the status of the low back caught-cot merger in Upstate New York. Most of this region is subject to the Northern Cities Shift (NCS) and therefore, according to Labov, Ash, and Boberg (2006), ostensibly “resists” the spread of this merger. It is found that the phonology of this region is indeed trending toward the merger in apparent time, in terms of both phonetic distance between the two phonemes and speakers' explicit judgments. It is argued that the fronting of the cot vowel in the NCS region is not sufficient to withstand the spread of the merger because fronting a low vowel is a “reversible” sound change (Labov, 2010). It is further argued that the expansion of a merger to new communities may take place indirectly, through launching a sound change in the direction of merger rather than causing merger to take place immediately in the new community.",https://doi.org/10.1017/S0954394511000147,https://www.cambridge.org/core/journals/language-variation-and-change/article/weakening-resistance-progress-toward-the-low-back-merger-in-new-york-state/D444E401D76841D893DB83D6517E169B
Volume 23 - Issue 3 - October 2011,Variability in American English s-retraction suggests a solution to the actuation problem,"Although formulated by Weinreich, Labov, and Herzog in 1968, the actuation problem has remained an unsolved problem in understanding sound change: if sound change is conceived as the accumulation of coarticulation, and coarticulation is widespread, how can some speech communities resist phonetic pressure to change? We present data from American English s-retraction that suggest a partial solution. S-retraction is the phenomenon in which /s/ is realized as an [ʃ]-like sound, especially when it occurs in an /stɹ/ cluster (‘street’ pronounced more like [ʃtɹit] than like [stɹit]). The speech of English speakers judged not to exhibit s-retraction shows a large coarticulatory bias in the direction of retraction. Further, there is also substantial interspeaker variation in the extent of this bias. We propose that this interspeaker variation, coupled with the coarticulatory bias, facilitates the initiation of sound change. In this account, sound change begins when a listener accidentally interprets an extreme case of a phonetic effect as an articulatory target and then adjusts her own speech in response. This adoption of a new target requires phonetic variation that predates the change. Thus, sound change is predicted to be biased toward phonetic effects that exhibit interspeaker variability, and if sound change requires an accident that is rare, then sound change itself is correctly predicted to be rare as well.",https://doi.org/10.1017/S0954394511000135,https://www.cambridge.org/core/journals/language-variation-and-change/article/variability-in-american-english-sretraction-suggests-a-solution-to-the-actuation-problem/D6840CEF6519F47CC2611F87839F188B
Volume 23 - Issue 3 - October 2011,Variable “subject” presence in Australian Sign Language and New Zealand Sign Language,"This article reports the findings of parallel studies of variable subject presence in two closely related sign language varieties, Australian Sign Language (Auslan) and New Zealand Sign Language (NZSL). The studies expand upon research in American Sign Language (ASL) (Wulf, Dudis, Bayley, & Lucas, 2002) that found subject pronouns with noninflecting verbs to be more frequently unexpressed than expressed. The ASL study reported that null subject use correlates with both social and linguistic factors, the strongest of which is referential congruence with an antecedent in a preceding clause. Findings from the Auslan and NZSL studies also indicated that chains of reference play a stronger role in subject presence than either morphological factors (e.g., verb type), or social factors of age, gender, ethnicity, and language background. Overall results are consistent with the view that this feature of syntactic variation may be better accounted for in terms of information structure than sociolinguistic effects.",https://doi.org/10.1017/S0954394511000123,https://www.cambridge.org/core/journals/language-variation-and-change/article/variable-subject-presence-in-australian-sign-language-and-new-zealand-sign-language/73A27C556D71FEBFB0382E55D670A4D5
Volume 23 - Issue 3 - October 2011,Cognitive and social forces in dialect shift: Gradual change in London Asian speech,"This study examines the retention of a non-native dialect feature by British Asians in London. We examine the use of one Punjabi feature (t-retroflexion) and one British feature (t-glottaling) across three groups: first-generation non-native immigrants and two age groups of second-generation British Asians. Cognitively oriented models predict that non-native features will either be innately blocked (Chambers, 2002) or reallocated by native generations. A socially oriented model allows for more gradual change. Contrary to the cognitive view, the older second generation neither blocks nor clearly reallocates use of t-retroflexion; they closely mirror the first generation's non-native use. However, they simultaneously control nativelike t-glottaling, reflecting a robust bidialectal ability. It is the younger second generation who exhibit focused reallocation in the form and function of t-retroflexion. This 20-year lag corresponds to major changes in demographics and race relations in the community over 5 decades. The study shows that acquisition of the local dialect and retention of exogenous features should be seen as independently constrained rather than as mutually exclusive.",https://doi.org/10.1017/S0954394511000159,https://www.cambridge.org/core/journals/language-variation-and-change/article/cognitive-and-social-forces-in-dialect-shift-gradual-change-in-london-asian-speech/89B4543F17F6275CFB13FB42BA0C94A9
Volume 23 - Issue 2 - July 2011,Tracking the constraints on a grammaticalizing perfect(ive),"Perfect grammaticalization has been much researched across languages (Bybee, Perkins, & Pagliuca, 1994; Harris, 1982, among others), however, debate continues about the role of continuative and experiential perfects (e.g., Stage II of the proposed path) and how extension to perfective contexts occurs (Schwenter, 1994a, 1994b; Schwenter & Torres Cacoullos, 2008; Squartini & Bertinetto, 1995, 2000). This study examines data from three centuries of Peninsular Spanish dramatic texts in order to track the linguistic factors constraining Present Perfect (PP)-Preterit variation. In the 15th century, the PP was employed in very recent temporal reference contexts, where it had developed a “hot news” function. Use in nonspecified (irrelevant and indeterminate) temporal reference was concentrated in semantic classes associated with resultative use. With time, the PP extended to all semantic classes in irrelevant temporal reference while simultaneously strengthening in perfective, but temporally indeterminate contexts, and finally, hodiernal contexts. Nonspecified temporal reference is believed to play a special role in the PP's grammaticalization: the irrelevant temporal PP function helps to solidify the event focus introduced by the hot news perfect, whereas its use in indeterminate contexts strengthens associations with perfectivity.",https://doi.org/10.1017/S0954394511000044,https://www.cambridge.org/core/journals/language-variation-and-change/article/tracking-the-constraints-on-a-grammaticalizing-perfective/DF591F13C8C2768FAB8E847E4AF44852
Volume 23 - Issue 2 - July 2011,A statistical method for the identification and aggregation of regional linguistic variation,"This paper introduces a method for the analysis of regional linguistic variation. The method identifies individual and common patterns of spatial clustering in a set of linguistic variables measured over a set of locations based on a combination of three statistical techniques: spatial autocorrelation, factor analysis, and cluster analysis. To demonstrate how to apply this method, it is used to analyze regional variation in the values of 40 continuously measured, high-frequency lexical alternation variables in a 26-million-word corpus of letters to the editor representing 206 cities from across the United States.",https://doi.org/10.1017/S095439451100007X,https://www.cambridge.org/core/journals/language-variation-and-change/article/statistical-method-for-the-identification-and-aggregation-of-regional-linguistic-variation/1137D3722BFE25B236BDF09E00E7E2CB
Volume 23 - Issue 2 - July 2011,The gradient nature of s-lenition in Caleño Spanish,"Whereas previous studies of Spanish s-weakening have relied on impressionistic coding, the present study examines temporal and gradient acoustic details in the production of /s/ by eight females from Cali, Colombia, during sociolinguistic interviews. We propose a metric for quantifying s-realization by employing three scalar-dependent variables: s-duration, centroid, and voicelessness. The results of linear regressions indicate that the dependent variables are significantly conditioned by local speaking rate, word position, following and preceding phonological context, stress, and lexical frequency. This study sheds light on how each independent variable influences s-realization acoustically. For example, as local speaking rate increases, duration, centroid, and voicelessness decrease, which is indicative of lenition, and the same weakening tendency is observed when /s/ occurs in word-final position or is followed by a nonhigh vowel, whereas frequency contributes only to s-duration. We discuss the advantages of opting for instrumental measurements over symbolic representation.",https://doi.org/10.1017/S0954394511000056,https://www.cambridge.org/core/journals/language-variation-and-change/article/gradient-nature-of-slenition-in-caleno-spanish/FC2512BE6A81D3BB19A3B6D2AC5C4DB5
Volume 23 - Issue 2 - July 2011,Irregular plurals in Brazilian Portuguese: An exemplar model approach,"This paper discusses a group of Brazilian Portuguese plurals that end with the nasal diphthong [–ão] in their singular form. When pluralized, these words can take three plural forms: [–ões], [–ãos], or [–ães]. Each of these words has an etymological source that defines which morpheme should be applied to the plural form. However, in some cases, a different plural form is used instead of the etymological one. A set of psycholinguistic experiments was carried out with Brazilian Portuguese speakers. The goal was to analyze whether token or type frequency affects the choice of plural form for these words. The results show an interaction between type and token frequency, in the sense that type frequency serves as the basis for analogy, and token frequency can determine which words will be affected by the variation.",https://doi.org/10.1017/S0954394511000068,https://www.cambridge.org/core/journals/language-variation-and-change/article/irregular-plurals-in-brazilian-portuguese-an-exemplar-model-approach/86C537A5C4F25B142FF4C0AEF9DED80B
Volume 23 - Issue 2 - July 2011,Independence claims in linguistics,"Empirical work in linguistics often puts forward claims about the independence of two phenomena as substantive hypotheses. But, independence is always an assumption in the framework of empirical hypothesis testing, meaning independence claims are not empirically verifiable. Hence, they need to be regarded differently from truly empirical hypotheses within the substantive theories of which they are part. In this paper, a number of independence claims are illustrated, alongside their problematic consequences for empirically guided theorizing. Recommendations are made regarding the use of independence that should facilitate the empirical testing of substantive linguistic hypotheses.",https://doi.org/10.1017/S0954394511000081,https://www.cambridge.org/core/journals/language-variation-and-change/article/independence-claims-in-linguistics/36037BC52582973A863914497D16DB69
Volume 23 - Issue 1 - March 2011,The diffusion of language change in real time: Progressive and conservative individuals and the time depth of change,"A major issue in the study of language change is the degree to which individual speakers participate in ongoing linguistic changes as these progress over time. In this study, we examine the hypothesis, suggested by research based on the apparent-time model, that in any given period most people are neither progressive nor conservative with regard to ongoing changes, but rather fall between these polarities. Our data come from the Corpus of Early English Correspondence, which spans over 270 years. A computational model was developed to establish which language users were progressive and which conservative with respect to several ongoing changes that progressed in real time between the early 15th and late 17th centuries. The changes studied ranged from morpheme replacements to more abstract structural patterns. Our results indicate that the degree to which language users participated in changes in progress depended on the type of language change analyzed, the stage of development of the change, and the rate of diffusion of the process over time. The model also enabled the identification of groups of leaders of linguistic change in Tudor and Stuart England.",https://doi.org/10.1017/S0954394510000207,https://www.cambridge.org/core/journals/language-variation-and-change/article/diffusion-of-language-change-in-real-time-progressive-and-conservative-individuals-and-the-time-depth-of-change/6C3C10DC4FE16150152AF174F893F87B
Volume 23 - Issue 1 - March 2011,Cross-generational vowel change in American English,"This study examines cross-generational changes in the vowel systems in central Ohio, southeastern Wisconsin, and western North Carolina. Speech samples from 239 speakers, males and females, were divided into three age groups: grandparents (66–91 years old), parents (35–51), and children (8–12). Acoustic analysis of vowel dynamics (i.e., formant movement) was undertaken to explore variation in the amount of spectral change for each vowel. A robust set of cross-generational changes in /ɪ, ɛ, æ, ɑ/ was found within each dialect-specific vowel system, involving both their positions and dynamics. With each successive generation, /ɪ, ɛ, æ/ become increasingly monophthongized and /ɑ/ is diphthongized in children. These changes correspond to a general anticlockwise parallel rotation of vowels (with some exceptions in /ɪ/ and /ɛ/). Given the widespread occurrence of these parallel chainlike changes, we term this development the “North American Shift,” which conforms to the general principles of chain shifting formulated by Labov (1994) and others.",https://doi.org/10.1017/S0954394510000219,https://www.cambridge.org/core/journals/language-variation-and-change/article/crossgenerational-vowel-change-in-american-english/759367645F78F09CF3C9264D91C17530
Volume 23 - Issue 1 - March 2011,Attitudinal and sociostructural factors and their role in dialect change: Testing a model of subjective factors,"The causation of language change is a problem with a high profile in sociolinguistics. This paper presents two contrasting models of language change: one that is based on sociopsychological factors (Kristiansen & Jørgensen, 2005) and one that rejects them (the Napoleon Principle, Brink & Lund, 1979). In a longitudinal study of individuals' changing pronunciation of the Danish aj-diphthong over 20 years, we test predictions following from the sociopsychologically oriented model. By the mid-1980s, female speakers used more aj-pronunciations that are associated with high socioeconomic status than did male speakers. However, in guise tests, females revealed a more positive attitude toward speech associated with low socioeconomic status. Our prediction that female speakers would change their speech patterns to include more aj-pronunciations associated with low socioeconomic status is supported by an analysis of the same female speakers' pronunciations as recorded in the mid-2000s.",https://doi.org/10.1017/S0954394511000019,https://www.cambridge.org/core/journals/language-variation-and-change/article/attitudinal-and-sociostructural-factors-and-their-role-in-dialect-change-testing-a-model-of-subjective-factors/02FA0C3AF43307337257E810DCB4AA79
Volume 23 - Issue 1 - March 2011,Flying high above the social radar: Coronal stop deletion in modern Appalachia,"In this paper I examine how a classic feature of variationist research, coronal stop deletion (CSD), operates at the end of the 20th century in one of the most renowned vernacular dialects in the United States, English in Appalachia. Through examination of CSD in a corpus of Appalachian speech, this paper also focuses on the methodological choices available. Several methodological questions are reviewed, such as the choices concerning voicing of the codas (wind vs. went vs. west). The corpus comprises interviews with 67 Appalachian speakers, yielding 17,694 tokens of potential CSD. These were analyzed using quantitative variationist methodology to reveal that morphological categories are less influential than even the preceding phonological environment. This finding is in stark contrast with some other vernacular varieties and suggests that apparent morphological influences are actually phonological influences that present themselves as morphological trends. Overall, the following phonological environment is overwhelmingly the most influential linguistic factor on the rate of CSD. These Appalachian speakers maintain relatively high rates, in effect constraining the social distinctions within Appalachia that could possibly be made using CSD, but marking them as vernacular speakers for those outside Appalachia.",https://doi.org/10.1017/S0954394510000220,https://www.cambridge.org/core/journals/language-variation-and-change/article/flying-high-above-the-social-radar-coronal-stop-deletion-in-modern-appalachia/F0747F4800762BEF3820227337868DD1
Volume 23 - Issue 1 - March 2011,Speech style and authenticity: Quantitative evidence for the performance of identity,"The question of what constitutes an authentic speaker, particularly with regard to African American Vernacular English (AAVE), has been the subject of some debate in sociolinguistics (Butters, 1984; Labov, 1980; Sweetland, 2002) and arises anew in the case of white hip-hop–affiliated youth (WHHs) who converge toward AAVE in their speech. This paper takes a quantitative approach to this question by examining how speech style alters the relationship between the frequencies of a variable in different linguistic environments. Guy (1991b) showed that the exponential relationship in English among rates of coronal stop deletion (CSD) in several morphological categories is systematically distorted by constraints on the surface-level phonology. Because stylistic variation appears to operate at this level, such distortion provides an internal measure of a speaker's stylistic shifting away from their neutral vernacular usage. Data on CSD deletion from WHHs who style shift toward AAVE show this kind of distortion when compared with the speech of AAVE speakers. This data provide strong internal evidence in support of the idea that some WHHs are “performing” a speech style that diverges from their unmarked style.",https://doi.org/10.1017/S0954394510000232,https://www.cambridge.org/core/journals/language-variation-and-change/article/speech-style-and-authenticity-quantitative-evidence-for-the-performance-of-identity/4F6C7754A7975E384D1714A6D32A19FC
Volume 22 - Issue 3 - October 2010,The synchrony and diachrony of differential object marking in Paraguayan Guaraní,"This paper explores the synchrony and diachrony of differential object marking in Paraguayan Guaraní on the basis of a quantitative study of a corpus of naturally occurring data of the modern language and an investigation of object marking in a 17th-century catechism. We show that both animacy and topicality, but not definiteness, affect whether a direct object is marked in modern Guaraní, a finding that has implications for cross-linguistic theories of differential object marking, not all of which recognize topicality as a factor. We also find no categorical constraints on differential object marking in Guaraní, contrary to Bossong (1985b). Our study of the 17th-century catechism provides further support for Bossong's (1985b, 2009) claim that Guaraní did not have differential object marking when it came into contact with Spanish. The paper concludes with a discussion of the hypothesis that differential object marking in Guaraní resulted from contact with Spanish.",https://doi.org/10.1017/S0954394510000153,https://www.cambridge.org/core/journals/language-variation-and-change/article/synchrony-and-diachrony-of-differential-object-marking-in-paraguayan-guarani/BC83977373DE4F2D0B504718C19692B8
Volume 22 - Issue 3 - October 2010,Interaction between social category and social practice: explaining was/were variation,"This paper explores the ways in which structural and practice-based social constraints contribute to the maintenance of nonstandard were in Bolton, England. Using data from a school ethnography, 2747 tokens of first- and third-person singular was/were are analyzed according to informants' social class, community of practice, self-identification, and place of birth. Varbrul analyses reveal consistencies in the linguistic constraints on variation irrespective of the type of social analysis undertaken. These patterns generally confirm the findings of previous was/were studies. However, comparisons of log likelihood results suggest that although different social factors constrain this variation with varying degrees of accuracy, no one factor alone sufficiently explains it. Comparisons of groups and individual speakers reveal that nonstandard were maintenance is in fact explained by the combined effect of an established correlation between nonstandard were and local social structures and on-going revitalization of the form in contemporary forms of social practice.",https://doi.org/10.1017/S095439451000013X,https://www.cambridge.org/core/journals/language-variation-and-change/article/interaction-between-social-category-and-social-practice-explaining-waswere-variation/97531025448C470BCDE4D935A5B13D9B
Volume 22 - Issue 3 - October 2010,Apparent-time evolution of /l/ in one African American community,"In the wake of numerous analyses of vowels in African American English (AAE), this study examines acoustically the phonetic production of a consonant—the word-initial lateral /l/—across several generations of speakers from a long-standing African American community in central North Carolina. The results of the study show that /l/ is darker in younger AAE speakers than in older ones, independent of phonetic context. Comparisons with ex-slave recordings suggest that a light variant of /l/ may be a substrate feature of AAE that has changed in recent decades. Additional comparisons with regional European Americans suggest that the darkening may be due to convergence with majority American English dialects.",https://doi.org/10.1017/S0954394510000141,https://www.cambridge.org/core/journals/language-variation-and-change/article/apparenttime-evolution-of-l-in-one-african-american-community/5715CFCB8DB7D82CE546D649730604EF
Volume 22 - Issue 3 - October 2010,Variation and change in English resultative constructions,"The system of English resultative constructions is in a state of flux characterized by variation between two of its most prominent competitors, way-constructions as in She worked herwayto the top and reflexive structures as in She worked herselfto the top. Although this competition has occasionally been addressed in the literature (cf. Jackendoff, 1990:213; Kirchner, 1951:158; Salkoff, 1988:54ff.), the present findings reveal that the long-standing rivalry between these structures has resulted in an increased use of the way-construction at the expense of reflexive structures. In addition, the coexistence of way-constructions with semantically overlapping reflexive structures eventually culminated in a reorganization of the system of English resultatives involving a diversification of the functions performed by each variant resulting in a semantically motivated division of labour. The way-construction turns out to be particularly successful in conveying concrete meanings, whereas reflexive structures can still to some extent stand their ground with abstract uses. The present paper relates the proliferation of the way-construction to grammaticalization theory.",https://doi.org/10.1017/S0954394510000165,https://www.cambridge.org/core/journals/language-variation-and-change/article/variation-and-change-in-english-resultative-constructions/3A3800A50E12BE568221EE9A36856AAF
Volume 22 - Issue 3 - October 2010,The sociolinguistic variant as a carrier of social meaning,"Traditionally used as a “heuristic device” (Labov, 1978), the sociolinguistic variable has taken on a new role as a primitive of speaker/hearer mental models in third-wave variation work (Eckert, 2005, 2008). Results from a sociolinguistic perception study suggest that at least in some cases, variants of the same variable function independently as loci of indexically linked social meaning. Listener responses were collected to three matched guises of the English variable (ING): -in, -ing, and a neutral guise with no audible (ING) tokens. The results counter the study hypothesis that listener expectation, triggered by speaker regional accent, would shape (ING)'s impact. Instead, the two variants showed distinct social associations: the -ing guises were rated as more intelligent/educated, more articulate, and less likely to be a student than either the -in or neutral guises, which did not differ significantly. In contrast, -in guises made speakers sound less formal and less likely to be gay than the -ing and neutral guises, which did not differ. These results suggest that third-wave work needs to more closely examine the role of the variable in theorizing the relationship between linguistic and social structures.",https://doi.org/10.1017/S0954394510000177,https://www.cambridge.org/core/journals/language-variation-and-change/article/sociolinguistic-variant-as-a-carrier-of-social-meaning/C0B7ACEA70E15EEC65BB6399D34ED8D2
Volume 22 - Issue 2 - July 2010,The effect of outliers on the perception of sound change,"The role of outliers in vowel distributions is examined through an experiment that registers subjects' assessments of symmetrical and asymmetrical distributions. Subjects first scaled their subjective impressions of a series of six resynthesized tokens of the word bad ranging from low front to upper mid front. They were then asked to register on this scale their overall impressions of four series of five phrases including bad: low symmetrical, low with a very low outlier, high symmetrical, high with a very high outlier. Subjects show the capacity to integrate outliers into their overall assessments in a manner consistent with their acoustic properties. The effect of low outliers was significantly greater, reflecting the socially marked status of this form in the Philadelphia community.",https://doi.org/10.1017/S0954394510000104,https://www.cambridge.org/core/journals/language-variation-and-change/article/effect-of-outliers-on-the-perception-of-sound-change/927C23F22EF1CEE2A2E0D26E27D606CF
